5.000000000000000104e-03,-2.163512999993180697e-01,-5.389221029457399226e+01,-1.888608103352898979e+03,-7.490170946282077580e-01
1.000000000000000021e-02,-4.127154496403571682e-01,-3.315968934724953243e+01,2.354456697290161173e+03,3.048682546847389929e+00
1.499999999999999944e-02,-5.527550846822822939e-01,-2.525228247970047946e+01,1.232020367390706724e+03,1.734743322707403834e+00
2.000000000000000042e-02,-6.634653639494306754e-01,-2.027543728349075636e+01,8.831409813480571529e+02,1.536757362390167359e+00
2.500000000000000139e-02,-7.502258116305258184e-01,-1.567742140533299988e+01,7.731489558394839605e+02,1.830598812509617979e+00
3.000000000000000236e-02,-8.082989933590212228e-01,-9.594836840883560924e+00,8.528148224490113307e+02,2.649513736595446201e+00
3.500000000000000333e-02,-8.458111679083646361e-01,-6.366261933840261733e+00,5.061012960158433884e+02,2.078597053717221588e+00
4.000000000000000083e-02,-8.726127922478620347e-01,-4.734366127998079321e+00,3.002619721554922307e+02,1.243454116220661820e+00
4.499999999999999833e-02,-8.916320104047794626e-01,-3.248079138303782809e+00,2.604381785878340452e+02,9.344399428536400709e-01
4.999999999999999584e-02,-9.040642205201826487e-01,-2.037756805240721114e+00,2.083994085457787264e+02,6.922652960315320847e-01
5.499999999999999334e-02,-9.119252093286618344e-01,-1.280649142521063766e+00,1.397908897342952343e+02,3.885143603268252921e-01
5.999999999999999084e-02,-9.170121957942495294e-01,-8.342994956737761481e-01,9.219477751499724150e+01,1.284618165101408804e-01
6.499999999999998834e-02,-9.203952853679586710e-01,-5.533390816522253397e-01,6.500386850703351627e+01,-5.821694823418321896e-02
6.999999999999999278e-02,-9.226307246228003800e-01,-3.559215459322792596e-01,4.956815494672127898e+01,-1.826375960883827587e-01
7.499999999999999722e-02,-9.240181434503070834e-01,-2.058776586111508433e-01,3.960379959123326898e+01,-2.634746484587227600e-01
8.000000000000000167e-02,-9.247959254667224016e-01,-1.022873477809049803e-01,3.059050033190995421e+01,-3.202045100105896935e-01
8.500000000000000611e-02,-9.252228242274262993e-01,-5.146183405750780204e-02,2.167966488218030463e+01,-3.610317728841813123e-01
9.000000000000001055e-02,-9.255524664547967184e-01,-4.909224472942257111e-02,1.411957422921381600e+01,-3.862476143117807847e-01
9.500000000000001499e-02,-9.260206193963982368e-01,-9.200694224615595107e-02,7.730692477141209551e+00,-3.994114492096080826e-01
1.000000000000000194e-01,-9.268386739000233909e-01,-1.746345802423903137e-01,2.751009197475785317e+00,-4.017379666006420935e-01
1.050000000000000239e-01,-9.281852533846022268e-01,-2.900980154447563297e-01,-7.398178516292712725e-01,-3.942713177939387026e-01
1.100000000000000283e-01,-9.301931598436560256e-01,-4.284262398787085924e-01,-2.511878105593478683e+00,-3.774089350862797621e-01
1.150000000000000328e-01,-9.329381485677490371e-01,-5.778666231222406857e-01,-2.539400744139438171e+00,-3.520084981467806462e-01
1.200000000000000372e-01,-9.364260814136409206e-01,-7.238133143524108082e-01,-7.128213950985109459e-01,-3.190222540607031143e-01
1.250000000000000278e-01,-9.405979779129423068e-01,-8.543462876393262961e-01,2.457710391546014783e+00,-2.803839477385143275e-01
1.300000000000000322e-01,-9.453727973741038459e-01,-9.685269113310969180e-01,5.611832998744987755e+00,-2.393910932339512465e-01
1.350000000000000366e-01,-9.506632610238785475e-01,-1.065031822824691332e+00,8.757264276928962587e+00,-1.972976648698212543e-01
1.400000000000000411e-01,-9.563720056573336015e-01,-1.141591898840377040e+00,1.196906950717857221e+01,-1.548042125341392294e-01
1.450000000000000455e-01,-9.623900020523601384e-01,-1.195898877440475294e+00,1.521747762527981251e+01,-1.126523580730351970e-01
1.500000000000000500e-01,-9.686028757519555832e-01,-1.227467994410207375e+00,1.826754782933713628e+01,-7.245334938620429099e-02
1.550000000000000544e-01,-1.033438829884756105e+00,-1.441806497881042759e+01,7.936118386061447154e+02,7.849072916118615240e+00
1.600000000000000588e-01,-1.098081817410863747e+00,-1.213392583454908369e+01,9.248747244000293222e+02,1.166821113159518575e+01
1.650000000000000633e-01,-1.157291363561737896e+00,-1.155719153676316679e+01,-3.295102507859607499e+01,1.262869666819539560e+01
1.700000000000000677e-01,-1.212676062277282751e+00,-1.078297956912310518e+01,9.053486828538093789e+01,1.341189946497070196e+01
1.750000000000000722e-01,-1.264134048711644143e+00,-1.011041051200951202e+01,-1.892338079638668091e+02,1.395474510798861623e+01
1.800000000000000766e-01,-1.313246949543412478e+00,-9.591576215974749076e+00,2.008954961804903974e+02,1.742779651862329970e+01
1.850000000000000810e-01,-1.359800220958480521e+00,-9.063516687188323928e+00,9.526412582012076768e+01,1.504359097296298842e+01
1.900000000000000855e-01,-1.403196851017528779e+00,-8.607410466501692170e+00,-7.792501974247862506e+01,1.629135206344193421e+01
1.950000000000000899e-01,-1.443533519783237518e+00,-7.784548018343500964e+00,2.416380060882108296e+02,1.751191978716615694e+01
