2.368640003260225058e-02,2.469420002307742834e-02,2.346769999712705612e-02,2.394909993745386600e-02
2.386549999937415123e-02,3.167930000927299261e-02,2.598169993143528700e-02,2.276149997487664223e-02
2.327510004397481680e-02,2.799930004402995110e-02,2.778070000931620598e-02,2.300479996483772993e-02
2.373050001915544271e-02,2.841170004103332758e-02,2.843750000465661287e-02,2.295350003987550735e-02
2.627439994830638170e-02,2.648909995332360268e-02,2.742629998829215765e-02,2.273120009340345860e-02
2.344579994678497314e-02,2.344809996429830790e-02,2.685020002536475658e-02,2.384199993684887886e-02
2.482100005727261305e-02,2.291589998640120029e-02,2.715870004612952471e-02,2.323740010615438223e-02
2.707640000153332949e-02,2.618659997824579477e-02,2.635920001193881035e-02,2.600579999852925539e-02
2.407189994119107723e-02,2.631570002995431423e-02,2.342770004179328680e-02,3.924529999494552612e-02
2.421020006295293570e-02,2.834829990752041340e-02,2.266110002528876066e-02,4.348420002497732639e-02
2.307170000858604908e-02,2.310739993117749691e-02,2.284190000500530005e-02,2.907240006607025862e-02
2.358240005560219288e-02,2.242799999658018351e-02,2.292419993318617344e-02,3.275829995982348919e-02
2.533139998558908701e-02,2.403939992655068636e-02,2.302149997558444738e-02,2.427990001160651445e-02
2.634579990990459919e-02,2.305499999783933163e-02,2.383459999691694975e-02,2.481890004128217697e-02
2.303779998328536749e-02,2.429750002920627594e-02,2.640029997564852238e-02,2.861550007946789265e-02
2.440490003209561110e-02,2.537190006114542484e-02,2.721249999012798071e-02,2.849330008029937744e-02
3.054960002191364765e-02,2.387839998118579388e-02,2.629519999027252197e-02,2.790620003361254930e-02
2.544920006766915321e-02,2.307599992491304874e-02,2.760289993602782488e-02,2.803360007237643003e-02
2.405669994186609983e-02,2.224309998564422131e-02,2.851610002107918262e-02,2.631410001777112484e-02
2.365410001948475838e-02,2.377720002550631762e-02,2.648290002252906561e-02,2.433110005222260952e-02
2.441379998344928026e-02,2.516780002042651176e-02,2.295540005434304476e-02,2.505609998479485512e-02
2.715739991981536150e-02,2.539409999735653400e-02,2.512680005747824907e-02,2.195760002359747887e-02
2.664629998616874218e-02,2.200180001091212034e-02,2.742940001189708710e-02,2.250939991790801287e-02
2.614020009059458971e-02,2.272769995033740997e-02,2.691499993670731783e-02,2.498289989307522774e-02
2.638990001287311316e-02,2.392559999134391546e-02,2.213709999341517687e-02,2.724480000324547291e-02
2.684299997054040432e-02,2.197819994762539864e-02,2.303969999775290489e-02,2.729019999969750643e-02
2.250889991410076618e-02,2.260629995726048946e-02,2.396590006537735462e-02,2.691359992604702711e-02
2.323920000344514847e-02,2.235920005477964878e-02,2.425519993994385004e-02,2.718460001051425934e-02
2.443340001627802849e-02,2.234979998320341110e-02,2.405029989313334227e-02,2.712600002996623516e-02
2.493110008072108030e-02,2.332110004499554634e-02,2.410449995659291744e-02,2.685589995235204697e-02
3.231279994361102581e-02,2.538489992730319500e-02,2.419459994416683912e-02,2.708589995745569468e-02
3.061960008926689625e-02,2.253259997814893723e-02,2.296069997828453779e-02,2.705280005466192961e-02
2.768409997224807739e-02,2.337099995929747820e-02,2.401179994922131300e-02,2.698379999492317438e-02
2.911020000465214252e-02,2.460140001494437456e-02,2.255879994481801987e-02,2.669440000317990780e-02
2.569409995339810848e-02,2.471499994862824678e-02,2.283590007573366165e-02,2.729280001949518919e-02
2.403239998966455460e-02,2.841899998020380735e-02,2.516640000976622105e-02,2.698319999035447836e-02
2.455279999412596226e-02,2.851769991684705019e-02,2.723579993471503258e-02,2.699290006421506405e-02
2.634490001946687698e-02,2.424860000610351562e-02,2.699429995846003294e-02,2.680580003652721643e-02
2.252989995758980513e-02,2.701089996844530106e-02,2.645879995543509722e-02,2.725490008015185595e-02
2.386200008913874626e-02,2.650350006297230721e-02,2.614890004042536020e-02,2.295499993488192558e-02
