8.560160000342875719e-02,7.546149997506290674e-02,5.379719997290521860e-02,5.321089999051764607e-02
8.590010000625625253e-02,6.259030004730448127e-02,5.332329997327178717e-02,5.195339996134862304e-02
8.817240002099424601e-02,6.494579999707639217e-02,5.551340000238269567e-02,5.202340002870187163e-02
9.379750001244246960e-02,6.677719997242093086e-02,5.224380001891404390e-02,5.397409998113289475e-02
8.884340000804513693e-02,6.981180002912878990e-02,5.204370000865310431e-02,5.226239998592063785e-02
8.774990000529214740e-02,6.637249997584149241e-02,5.308340000919997692e-02,5.590470001334324479e-02
8.648210001410916448e-02,6.798300001537427306e-02,5.704179999884217978e-02,5.166419997112825513e-02
8.454989996971562505e-02,6.241629994474351406e-02,5.678699997952207923e-02,5.181560001801699400e-02
8.465550001710653305e-02,6.147339998278766870e-02,5.263450002530589700e-02,5.150260002119466662e-02
8.521119999932125211e-02,5.852930003311485052e-02,5.556919996161013842e-02,5.868090002331882715e-02
8.731119998265057802e-02,5.527400004211813211e-02,6.078199995681643486e-02,5.037660000380128622e-02
8.542999997735023499e-02,6.266359996516257524e-02,5.957760004093870521e-02,5.185190000338479877e-02
1.026873000082559884e-01,5.805739999050274491e-02,5.625899997539818287e-02,5.019050004193559289e-02
9.400149999419227242e-02,5.683840002166107297e-02,6.261250004172325134e-02,4.855819995282217860e-02
8.713540004100650549e-02,6.682149996049702168e-02,5.684370000381022692e-02,5.440289998659864068e-02
8.699649997288361192e-02,6.911739998031407595e-02,6.137310003396123648e-02,5.972120002843439579e-02
8.696320001035928726e-02,7.151750003686174750e-02,7.007489999523386359e-02,5.097869999008253217e-02
1.013803000096231699e-01,6.553849996998906136e-02,5.771090002963319421e-02,5.010970000876113772e-02
8.747040003072470427e-02,6.376220000674948096e-02,5.837699997937306762e-02,5.269690003478899598e-02
9.280789998592808843e-02,7.276040001306682825e-02,5.988019995857030153e-02,4.941330000292509794e-02
8.991139999125152826e-02,6.145589996594935656e-02,5.838880001101642847e-02,5.340139998588711023e-02
8.738309994805604219e-02,6.013599998550489545e-02,5.566769995493814349e-02,5.149679997703060508e-02
9.882010001456364989e-02,5.516089999582618475e-02,6.307670002570375800e-02,5.438759998651221395e-02
9.510899998713284731e-02,5.603780003730207682e-02,5.345690000103786588e-02,5.275779997464269400e-02
9.291249996749684215e-02,5.707209999673068523e-02,5.983079998986795545e-02,5.454139999346807599e-02
9.713800001190975308e-02,5.781889997888356447e-02,5.794899997999891639e-02,5.120429996168240905e-02
9.378599998308345675e-02,5.613779998384416103e-02,5.865860002813860774e-02,5.443229997763410211e-02
9.003469999879598618e-02,5.978360003791749477e-02,5.613499996252357960e-02,5.230229999870061874e-02
9.247719997074455023e-02,5.835619999561458826e-02,7.345540000824257731e-02,5.355730000883340836e-02
9.204179997323080897e-02,5.692380003165453672e-02,6.488980003632605076e-02,5.889169999863952398e-02
1.149424000177532434e-01,5.841379996854811907e-02,5.469699995592236519e-02,5.609779997030273080e-02
1.126346999662928283e-01,6.150539999362081289e-02,5.544590001227334142e-02,5.407710000872612000e-02
9.414129995275288820e-02,6.595540000125765800e-02,6.430520000867545605e-02,5.467889999272301793e-02
1.016376999905332923e-01,6.573599996045231819e-02,5.520970001816749573e-02,5.189739994239062071e-02
9.031040000263601542e-02,5.887519998941570520e-02,6.261700001778081059e-02,5.827929999213665724e-02
1.046146000153385103e-01,5.912459996761754155e-02,5.873039999278262258e-02,6.393270002445206046e-02
9.130020003067329526e-02,5.594679998466745019e-02,7.120740000391378999e-02,6.578319997061043978e-02
9.051539999200031161e-02,5.817229999229311943e-02,5.495810002321377397e-02,5.982219998259097338e-02
9.115509997354820371e-02,5.721360002644360065e-02,5.312419997062534094e-02,6.081569998059421778e-02
1.090260000200942159e-01,5.751810001675039530e-02,6.158709997544065118e-02,6.558599998243153095e-02
