2.000000000000000042e-03,4.448937802570402389e-01
4.000000000000000083e-03,4.446679459690041636e-01
6.000000000000000125e-03,4.443283667932123593e-01
8.000000000000000167e-03,4.438924614496093102e-01
1.000000000000000021e-02,4.433748399280707519e-01
1.200000000000000025e-02,4.427863914011598290e-01
1.400000000000000029e-02,4.421353272176833382e-01
1.600000000000000033e-02,4.414279702670426686e-01
1.800000000000000211e-02,4.406692519054971613e-01
2.000000000000000389e-02,4.398630393195694932e-01
2.200000000000000566e-02,4.390815002587796778e-01
2.400000000000000744e-02,4.383040887514534356e-01
2.600000000000000921e-02,4.375192710424704590e-01
2.800000000000001099e-02,4.367202786906733136e-01
3.000000000000001277e-02,4.359029791160900502e-01
3.200000000000001454e-02,4.350647475783651630e-01
3.400000000000001632e-02,4.342038423476761722e-01
3.600000000000001810e-02,4.333190466283111664e-01
3.800000000000001987e-02,4.324094581297946993e-01
4.000000000000002165e-02,4.314743631877828722e-01
4.200000000000002343e-02,4.305382794177377570e-01
4.400000000000002520e-02,4.295913051602550659e-01
4.600000000000002698e-02,4.286264256468331757e-01
4.800000000000002875e-02,4.276385657441591492e-01
5.000000000000003053e-02,4.266240089612512443e-01
5.200000000000003231e-02,4.255800180802793986e-01
5.400000000000003408e-02,4.245045744694070922e-01
5.600000000000003586e-02,4.233961918070158204e-01
5.800000000000003764e-02,4.222537792520114630e-01
6.000000000000003941e-02,4.210765391699307081e-01
6.200000000000004119e-02,4.198608762162391872e-01
6.400000000000004297e-02,4.186087140350749358e-01
6.600000000000004474e-02,4.173213817195449704e-01
6.800000000000004652e-02,4.159997484927230871e-01
7.000000000000004829e-02,4.146443422436976722e-01
7.200000000000005007e-02,4.132554431627366021e-01
7.400000000000005185e-02,4.118331537061721837e-01
7.600000000000005362e-02,4.103774492961927978e-01
7.800000000000005540e-02,4.088882144700588528e-01
8.000000000000005718e-02,4.073652684904231491e-01
8.200000000000005895e-02,4.058054196091770982e-01
8.400000000000006073e-02,4.042086327015955161e-01
8.600000000000006251e-02,4.025747728451719576e-01
8.800000000000006428e-02,4.009036401074195233e-01
9.000000000000006606e-02,3.991949997515787385e-01
9.200000000000006783e-02,3.974486039890459121e-01
9.400000000000006961e-02,3.956642058629176728e-01
9.600000000000007139e-02,3.938415671462232592e-01
9.800000000000007316e-02,3.919804621724599092e-01
1.000000000000000749e-01,3.900806791373889748e-01
1.020000000000000767e-01,3.881418086078976537e-01
1.040000000000000785e-01,3.861636741041578058e-01
1.060000000000000803e-01,3.841461030567401291e-01
1.080000000000000820e-01,3.820889296566740700e-01
1.100000000000000838e-01,3.799919972520185985e-01
1.120000000000000856e-01,3.778551596998802609e-01
1.140000000000000874e-01,3.756782818171640059e-01
1.160000000000000892e-01,3.734612392329414998e-01
1.180000000000000909e-01,3.712039179103477915e-01
1.200000000000000927e-01,3.689062135259530417e-01
1.220000000000000945e-01,3.665650181331563950e-01
1.240000000000000963e-01,3.641813988258293944e-01
1.260000000000000842e-01,3.617560483056238563e-01
1.280000000000000859e-01,3.592894053533211007e-01
1.300000000000000877e-01,3.567817382225367262e-01
1.320000000000000895e-01,3.542332018518890568e-01
1.340000000000000913e-01,3.516438768853570873e-01
1.360000000000000930e-01,3.490137961782521780e-01
1.380000000000000948e-01,3.463429627458949334e-01
1.400000000000000966e-01,3.436313618800663772e-01
1.420000000000000984e-01,3.408763402444764945e-01
1.440000000000001001e-01,3.380790355506497757e-01
1.460000000000001019e-01,3.352401960937108072e-01
1.480000000000001037e-01,3.323603054597495943e-01
1.500000000000001055e-01,3.294396684994296276e-01
1.520000000000001072e-01,3.264784703876030814e-01
1.540000000000001090e-01,3.234768170986794811e-01
1.560000000000001108e-01,3.204347630901124844e-01
1.580000000000001126e-01,3.173523301924030537e-01
1.600000000000001144e-01,3.142295204555803356e-01
1.620000000000001161e-01,3.110636949986557154e-01
1.640000000000001179e-01,3.465899027365386131e-01
1.660000000000001197e-01,4.790762470880833845e+00
