2.006849320023320615e-01,5.959821839933283627e-01,6.942752680042758584e-01,6.285303320037201047e-01
2.078125010011717677e-01,5.875528160249814391e-01,6.858344140055123717e-01,6.299618349876254797e-01
2.168090270133689046e-01,6.044665180088486522e-01,6.932695569994393736e-01,6.237472860084380955e-01
1.994556290155742317e-01,6.074243470211513340e-01,7.086873180232942104e-01,6.028071799955796450e-01
2.026096560002770275e-01,5.851702330110128969e-01,6.817064159840811044e-01,6.190045360126532614e-01
2.022369119804352522e-01,5.854368740110658109e-01,6.908968289790209383e-01,6.159368660009931773e-01
2.165419810044113547e-01,6.127413210051599890e-01,7.014953519974369556e-01,6.128885439829900861e-01
1.924806210154201835e-01,5.817518210096750408e-01,6.751828230044338852e-01,6.028360069904010743e-01
1.867992579936981201e-01,6.004721650097053498e-01,6.741710240021348000e-01,6.068339019839186221e-01
1.903539140184875578e-01,5.868790330132469535e-01,6.912666699790861458e-01,6.263622800179291517e-01
1.853960879961960018e-01,5.779906390234827995e-01,6.919117939833085984e-01,6.158426819893065840e-01
1.909493499842938036e-01,5.847016720217652619e-01,6.782874650089070201e-01,6.104036199976690114e-01
1.985032850061543286e-01,5.853969290037639439e-01,7.222677789977751672e-01,6.107435560261365026e-01
1.905112829990684986e-01,5.994945519778411835e-01,7.214594380056951195e-01,6.192695249919779599e-01
1.947061939863488078e-01,5.949836949876043946e-01,7.352863980049733073e-01,6.243967480259016156e-01
1.851925860100891441e-01,5.788620070088654757e-01,7.156228289823047817e-01,6.184554389910772443e-01
1.920946739846840501e-01,6.141310049861203879e-01,7.091808629920706153e-01,6.202497750055044889e-01
1.873446760000661016e-01,6.017249329888727516e-01,7.024105140008032322e-01,6.330032709811348468e-01
1.914112030062824488e-01,5.813563170086126775e-01,6.730699840118177235e-01,7.472576980071607977e-01
1.853769870067480952e-01,6.038412500056438148e-01,6.599031049991026521e-01,7.298205510014668107e-01
1.821260160068050027e-01,5.910797450051177293e-01,6.771135830204002559e-01,7.359999160107690841e-01
1.834634040133096278e-01,5.798149720067158341e-01,6.857599940267391503e-01,6.973886739870067686e-01
1.888782930036541075e-01,5.890119800169486552e-01,7.345059929939452559e-01,6.595434490009211004e-01
1.835264110122807324e-01,5.831951689906418324e-01,7.265842519991565496e-01,6.503358919871971011e-01
1.870894859894178808e-01,5.732858530245721340e-01,6.898317800078075379e-01,6.294245210010558367e-01
1.898951409966684878e-01,5.747008899925276637e-01,6.934222969866823405e-01,6.543531839852221310e-01
1.858299059967976063e-01,5.992702830117195845e-01,6.852361310156993568e-01,6.373717899841722101e-01
1.896825789881404489e-01,5.954159420216456056e-01,6.764363060065079480e-01,6.427853780041914433e-01
1.859963180031627417e-01,6.170411209750454873e-01,6.669945789908524603e-01,6.275343140005134046e-01
1.785752139985561371e-01,6.395079159992747009e-01,6.735555330233182758e-01,6.252800709917210042e-01
1.815830919949803501e-01,6.248511209851130843e-01,6.601911369943991303e-01,6.056773169839289039e-01
1.781316149863414466e-01,6.309698459808714688e-01,6.924293680058326572e-01,6.231414109934121370e-01
1.866614009777549654e-01,6.413077790057286620e-01,7.087346670159604400e-01,6.324523430084809661e-01
1.805489420075900853e-01,6.231971259985584766e-01,6.883794490131549537e-01,6.281431049865204841e-01
1.831651370157487690e-01,6.893767699948512018e-01,6.914991720113903284e-01,6.109228420245926827e-01
1.847593029960989952e-01,7.255070520041044801e-01,7.014354260172694921e-01,6.237583349866326898e-01
1.875139400071930140e-01,6.552867560239974409e-01,6.994994090055115521e-01,6.476204929931554943e-01
1.876541039964649826e-01,6.497110659838654101e-01,6.972917930106632411e-01,7.368676580081228167e-01
1.864008659904357046e-01,6.191132150124758482e-01,7.117770650074817240e-01,6.621745159791316837e-01
1.839453470020089298e-01,6.217982649977784604e-01,6.898329510004259646e-01,6.347705140069592744e-01
